time	oxygen	pressure	temperature	salinity
30-07-2019 05:41:34	80.15	-0.01	20.68	0.01
30-07-2019 05:41:34	80.15	0.02	20.69	0.01
30-07-2019 05:41:34	80.15	-0.02	20.69	0.01
30-07-2019 05:41:35	80.15	0.01	20.69	0.01
30-07-2019 05:41:35	80.15	-0.02	20.69	0.01
30-07-2019 05:41:35	80.15	0.01	20.69	0.01
30-07-2019 05:41:36	80.15	-0.02	20.69	0.01
30-07-2019 05:41:36	80.15	0.01	20.70	0.01
30-07-2019 05:41:37	80.15	0.00	20.71	0.01
30-07-2019 05:41:37	80.15	0.03	20.70	0.01
30-07-2019 05:41:38	80.15	0.00	20.71	0.01
30-07-2019 05:41:38	80.15	0.01	20.71	0.01
30-07-2019 05:41:39	80.16	-0.02	20.71	0.01
30-07-2019 05:41:39	80.16	0.01	20.72	0.01
30-07-2019 05:41:40	80.16	-0.02	20.71	0.01
30-07-2019 05:41:40	80.16	0.01	20.71	0.01
30-07-2019 05:41:41	80.16	-0.01	20.71	0.01
30-07-2019 05:41:41	80.16	0.01	20.70	0.01
30-07-2019 05:41:42	80.16	-0.02	20.70	0.01
30-07-2019 05:41:42	80.16	0.01	20.70	0.01
30-07-2019 05:41:42	80.16	0.00	20.70	0.01
30-07-2019 05:41:43	80.16	0.02	20.70	0.01
30-07-2019 05:41:43	80.16	-0.02	20.70	0.01
30-07-2019 05:41:44	80.16	0.01	20.69	0.01
30-07-2019 05:41:44	80.16	-0.01	20.70	0.01
30-07-2019 05:41:44	80.17	0.00	20.69	0.01
30-07-2019 05:41:45	80.17	-0.03	20.69	0.01
30-07-2019 05:41:46	80.17	0.01	20.69	0.01
30-07-2019 05:41:46	80.17	-0.02	20.69	0.01
30-07-2019 05:41:47	80.16	0.01	20.68	0.01
30-07-2019 05:41:47	80.16	-0.01	20.68	0.01
30-07-2019 05:41:48	80.16	0.00	20.68	0.01
30-07-2019 05:41:48	80.16	0.00	20.68	0.01
30-07-2019 05:41:48	80.16	0.02	20.68	0.01
30-07-2019 05:41:49	80.16	-0.01	20.68	0.01
30-07-2019 05:41:50	80.16	0.00	20.68	0.01
30-07-2019 05:41:50	80.15	-0.01	20.68	0.01
30-07-2019 05:41:51	80.15	0.00	20.68	0.01
30-07-2019 05:41:51	80.15	-0.01	20.68	0.01
30-07-2019 05:41:51	80.15	0.01	20.69	0.01
30-07-2019 05:41:52	80.15	-0.01	20.69	0.01
30-07-2019 05:41:52	80.14	0.01	20.69	0.01
30-07-2019 05:41:53	80.14	0.00	20.69	0.01
30-07-2019 05:41:53	80.14	0.01	20.69	0.01
30-07-2019 05:41:54	80.14	0.00	20.69	0.01
30-07-2019 05:41:54	80.14	0.00	20.68	0.01
30-07-2019 05:41:54	80.14	-0.01	20.69	0.01
30-07-2019 05:41:55	80.15	0.01	20.69	0.01
30-07-2019 05:41:55	80.15	-0.01	20.69	0.01
30-07-2019 05:41:56	80.16	0.03	20.69	0.01
30-07-2019 05:41:56	80.16	-0.01	20.68	0.01
30-07-2019 05:41:56	80.16	0.00	20.68	0.01
30-07-2019 05:41:57	80.16	0.00	20.68	0.01
30-07-2019 05:41:58	80.16	0.01	20.67	0.01
30-07-2019 05:41:58	80.16	-0.01	20.67	0.01
30-07-2019 05:41:59	80.16	0.01	20.67	0.01
30-07-2019 05:41:59	80.16	-0.01	20.67	0.01
30-07-2019 05:42:00	80.16	0.00	20.67	0.01
30-07-2019 05:42:00	80.16	-0.01	20.67	0.01
30-07-2019 05:42:01	80.16	0.03	20.67	0.01
30-07-2019 05:42:01	80.16	-0.01	20.68	0.01
30-07-2019 05:42:02	80.17	0.01	20.68	0.01
30-07-2019 05:42:02	80.16	-0.02	20.68	0.01
30-07-2019 05:42:02	80.16	0.01	20.68	0.01
30-07-2019 05:42:03	80.16	-0.01	20.69	0.01
30-07-2019 05:42:03	80.15	0.00	20.69	0.01
30-07-2019 05:42:04	80.15	0.00	20.70	0.01
30-07-2019 05:42:05	80.12	0.02	20.71	0.01
30-07-2019 05:42:06	80.11	-0.01	20.72	0.01
30-07-2019 05:42:06	80.11	0.01	20.72	0.01
30-07-2019 05:42:07	80.11	-0.01	20.73	0.01
30-07-2019 05:42:07	80.11	0.00	20.74	0.01
30-07-2019 05:42:08	80.11	-0.01	20.74	0.01
30-07-2019 05:42:09	80.09	0.02	20.75	0.01
30-07-2019 05:42:10	80.09	-0.01	20.74	0.01
30-07-2019 05:42:10	80.10	0.01	20.74	0.01
30-07-2019 05:42:11	80.10	-0.01	20.75	0.01
30-07-2019 05:42:11	80.10	0.00	20.75	0.01
30-07-2019 05:42:12	80.10	0.00	20.76	0.01
30-07-2019 05:42:12	80.10	0.00	20.76	0.01
30-07-2019 05:42:13	80.10	-0.02	20.77	0.01
30-07-2019 05:42:14	80.10	0.00	20.78	0.01
30-07-2019 05:42:14	80.11	-0.02	20.78	0.01
30-07-2019 05:42:14	80.11	0.01	20.77	0.01
30-07-2019 05:42:15	80.11	-0.01	20.78	0.01
30-07-2019 05:42:15	80.10	0.01	20.78	0.01
30-07-2019 05:42:16	80.10	-0.01	20.78	0.01
30-07-2019 05:42:17	80.10	0.02	20.79	0.01
30-07-2019 05:42:17	80.10	-0.01	20.79	0.01
30-07-2019 05:42:17	80.10	0.00	20.79	0.01
30-07-2019 05:42:18	80.10	-0.01	20.80	0.01
30-07-2019 05:42:18	80.10	0.01	20.80	0.01
30-07-2019 05:42:19	80.10	-0.02	20.80	0.01
30-07-2019 05:42:19	80.10	0.00	20.80	0.01
30-07-2019 05:42:20	80.10	0.00	20.80	0.01
30-07-2019 05:42:20	80.10	0.01	20.80	0.01
30-07-2019 05:42:22	80.11	-0.01	20.79	0.01
30-07-2019 05:42:22	80.12	0.01	20.79	0.01
30-07-2019 05:42:22	80.13	0.00	20.79	0.01
30-07-2019 05:42:23	80.14	0.00	20.78	0.01
30-07-2019 05:42:23	80.14	-0.02	20.79	0.01
30-07-2019 05:42:25	80.14	0.01	20.77	0.01
30-07-2019 05:42:25	80.15	-0.01	20.76	0.01
30-07-2019 05:42:26	80.15	0.00	20.76	0.01
30-07-2019 05:42:26	80.15	-0.02	20.76	0.01
30-07-2019 05:42:27	80.15	0.00	20.75	0.01
30-07-2019 05:42:27	80.15	-0.01	20.75	0.01
30-07-2019 05:42:27	80.15	0.01	20.75	0.01
30-07-2019 05:42:28	80.15	-0.01	20.75	0.01
30-07-2019 05:42:29	80.15	0.02	20.74	0.01
30-07-2019 05:42:30	80.14	-0.01	20.74	0.01
30-07-2019 05:42:30	80.14	0.03	20.74	0.01
30-07-2019 05:42:31	80.13	-0.01	20.73	0.01
30-07-2019 05:42:31	80.13	0.01	20.73	0.01
30-07-2019 05:42:32	80.13	0.00	20.73	0.01
30-07-2019 05:42:32	80.12	0.02	20.74	0.01
30-07-2019 05:42:32	80.12	-0.01	20.74	0.01
