,time,oxygen,pressure,temperature,salinity
1493.0352895236024,30-07-2019 03:49:55,38.33,1427.17,3.88,34.76
1494.0326145661445,30-07-2019 03:49:55,38.35,1428.07,3.88,34.76
1495.0264651804498,30-07-2019 03:49:56,38.36,1429.18,3.88,34.76
1496.0193273375316,30-07-2019 03:49:57,38.37,1430.02,3.89,34.76
1497.0126856697223,30-07-2019 03:49:58,38.38,1431.04,3.89,34.77
1498.0072700572605,30-07-2019 03:50:00,38.41,1432.04,3.89,34.77
1499.0032976344437,30-07-2019 03:50:01,38.42,1433.08,3.89,34.77
1500.0006774086141,30-07-2019 03:50:02,38.45,1434.18,3.89,34.76
1500.9991651754597,30-07-2019 03:50:03,38.45,1435.1,3.89,34.76
1501.9984692524922,30-07-2019 03:50:03,38.46,1436.08,3.89,34.77
1502.998314407935,30-07-2019 03:50:06,38.48,1437.05,3.89,34.77
1503.9984739987306,30-07-2019 03:50:07,38.49,1438.03,3.9,34.76
1504.9987803099825,30-07-2019 03:50:08,38.51,1439.18,3.89,34.77
1505.9991216349702,30-07-2019 03:50:08,38.51,1440.14,3.89,34.77
1506.9994326184697,30-07-2019 03:50:09,38.53,1441.13,3.9,34.77
1507.999682356514,30-07-2019 03:50:10,38.54,1442.04,3.9,34.76
1508.99986300185,30-07-2019 03:50:12,38.55,1443.08,3.9,34.77
1509.9999802862908,30-07-2019 03:50:13,38.56,1444.1,3.9,34.77
1511.0000464452407,30-07-2019 03:50:14,38.57,1445.17,3.9,34.77
1512.000075459786,30-07-2019 03:50:15,38.57,1446.17,3.9,34.77
1513.000080236338,30-07-2019 03:50:15,38.58,1447.11,3.9,34.77
1514.0000712391334,30-07-2019 03:50:16,38.59,1448.09,3.9,34.77
1515.00005610434,30-07-2019 03:50:19,38.59,1449.08,3.89,34.77
1516.0000398397426,30-07-2019 03:50:20,38.6,1450.13,3.89,34.77
1517.0000253117416,30-07-2019 03:50:21,38.6,1451.0,3.89,34.78
1518.0000138171947,30-07-2019 03:50:22,38.61,1452.07,3.89,34.78
1519.0000056185575,30-07-2019 03:50:22,38.62,1453.16,3.9,34.78
1520.0000003820098,30-07-2019 03:50:23,38.62,1454.0,3.9,34.78
1520.9999974999987,30-07-2019 03:50:25,38.62,1455.09,3.9,34.78
1521.9999963048515,30-07-2019 03:50:26,38.62,1456.18,3.9,34.78
1522.999996192766,30-07-2019 03:50:27,38.64,1457.01,3.9,34.78
1523.9999966815312,30-07-2019 03:50:28,38.64,1458.11,3.9,34.78
1524.9999974241446,30-07-2019 03:50:30,38.66,1459.06,3.91,34.78
1525.999998196658,30-07-2019 03:50:31,38.66,1460.05,3.91,34.78
1526.9999988738612,30-07-2019 03:50:32,38.68,1461.0,3.91,34.78
1527.9999994019113,30-07-2019 03:50:33,38.68,1462.18,3.91,34.78
1528.9999997732602,30-07-2019 03:50:34,38.7,1463.04,3.91,34.79
1530.0000000064413,30-07-2019 03:50:35,38.71,1464.03,3.91,34.78
1531.0000001313927,30-07-2019 03:50:36,38.71,1465.14,3.91,34.79
1532.000000179891,30-07-2019 03:50:36,38.73,1466.12,3.91,34.79
1533.0000001801207,30-07-2019 03:50:38,38.73,1467.07,3.91,34.79
1534.0000001542603,30-07-2019 03:50:39,38.75,1468.1,3.92,34.79
1535.0000001180476,30-07-2019 03:50:40,38.77,1469.06,3.91,34.79
1536.000000081471,30-07-2019 03:50:41,38.78,1470.07,3.92,34.79
1537.0000000499751,30-07-2019 03:50:44,38.79,1471.03,3.92,34.79
1538.0000000257644,30-07-2019 03:50:45,38.8,1472.19,3.92,34.79
1539.0000000089763,30-07-2019 03:50:45,38.83,1473.11,3.92,34.8
1539.999999998612,30-07-2019 03:50:46,38.84,1474.07,3.92,34.8
1540.9999999932033,30-07-2019 03:50:47,38.85,1475.12,3.93,34.79
1541.999999991239,30-07-2019 03:50:48,38.85,1476.07,3.93,34.79
1542.9999999914032,30-07-2019 03:50:49,38.86,1477.06,3.93,34.8
1543.9999999926772,30-07-2019 03:50:50,38.87,1478.02,3.93,34.8
1544.9999999943527,30-07-2019 03:50:53,38.89,1479.02,3.93,34.8
1545.9999999959953,30-07-2019 03:50:54,38.9,1480.08,3.93,34.8
1546.999999997389,30-07-2019 03:50:55,38.91,1481.13,3.93,34.8
1547.999999998477,30-07-2019 03:50:55,38.91,1482.0,3.93,34.8
1548.9999999993092,30-07-2019 03:50:56,38.92,1483.06,3.93,34.8
1549.9999999999986,30-07-2019 03:50:57,38.93,1484.04,3.93,34.8
1551.000000000688,30-07-2019 03:50:58,38.93,1485.08,3.93,34.8
1552.00000000152,30-07-2019 03:50:59,38.95,1486.05,3.92,34.8
1553.0000000026075,30-07-2019 03:51:01,38.96,1487.09,3.92,34.81
1554.000000004001,30-07-2019 03:51:03,38.97,1488.12,3.93,34.81
1555.0000000056434,30-07-2019 03:51:04,38.98,1489.05,3.94,34.81
1556.0000000073192,30-07-2019 03:51:04,38.99,1490.14,3.94,34.8
1557.0000000085934,30-07-2019 03:51:05,38.99,1491.09,3.94,34.81
1558.0000000087578,30-07-2019 03:51:07,39.01,1492.01,3.94,34.8
1559.000000006793,30-07-2019 03:51:08,39.02,1493.11,3.94,34.8
1560.0000000013843,30-07-2019 03:51:09,39.02,1494.03,3.94,34.81
1560.99999999102,30-07-2019 03:51:10,39.04,1495.2,3.94,34.81
1561.999999974232,30-07-2019 03:51:10,39.04,1496.06,3.94,34.81
1562.9999999500208,30-07-2019 03:51:11,39.05,1497.05,3.95,34.81
1563.999999918525,30-07-2019 03:51:15,39.09,1498.06,3.95,34.82
1564.9999998819487,30-07-2019 03:51:16,39.1,1499.09,3.96,34.81
1565.9999998457363,30-07-2019 03:51:16,39.11,1500.03,3.96,34.82
1566.9999998198762,30-07-2019 03:51:17,39.13,1501.12,3.96,34.82
1567.999999820106,30-07-2019 03:51:18,39.14,1502.06,3.96,34.81
1568.9999998686046,30-07-2019 03:51:19,39.14,1503.06,3.96,34.82
1569.9999999935562,30-07-2019 03:51:21,39.16,1504.05,3.97,34.82
1571.0000002267375,30-07-2019 03:51:22,39.17,1505.14,3.97,34.82
1572.000000598087,30-07-2019 03:51:22,39.18,1506.06,3.97,34.82
1573.000001126137,30-07-2019 03:51:23,39.19,1507.08,3.97,34.82
1574.0000018033397,30-07-2019 03:51:25,39.2,1508.02,3.97,34.82
1575.000002575852,30-07-2019 03:51:26,39.22,1509.12,3.97,34.82
1576.0000033184633,30-07-2019 03:51:27,39.23,1510.03,3.97,34.82
1577.0000038072255,30-07-2019 03:51:29,39.25,1511.04,3.97,34.82
1578.000003695137,30-07-2019 03:51:30,39.26,1512.14,3.97,34.83
1579.000002499986,30-07-2019 03:51:31,39.27,1513.02,3.98,34.82
1579.9999996179713,30-07-2019 03:51:32,39.28,1514.02,3.98,34.82
1580.9999943814207,30-07-2019 03:51:32,39.29,1515.19,3.98,34.83
1581.9999861827823,30-07-2019 03:51:33,39.31,1516.09,3.98,34.82
1582.9999746882384,30-07-2019 03:51:34,39.31,1517.07,3.98,34.83
1583.9999601602476,30-07-2019 03:51:37,39.34,1518.05,3.98,34.83
1584.9999438956704,30-07-2019 03:51:38,39.34,1519.16,3.99,34.83
1585.9999287609103,30-07-2019 03:51:39,39.37,1520.2,3.99,34.83
1586.9999197637553,30-07-2019 03:51:40,39.37,1521.16,3.99,34.83
1587.9999245403733,30-07-2019 03:51:41,39.38,1522.03,4.0,34.83
1588.9999535549978,30-07-2019 03:51:42,39.39,1523.04,4.0,34.82
1590.0000197140296,30-07-2019 03:51:43,39.4,1524.06,4.0,34.82
1591.000136998536,30-07-2019 03:51:44,39.4,1525.07,4.0,34.83
1592.0003176438881,30-07-2019 03:51:45,39.41,1526.03,4.0,34.83
1593.0005673818544,30-07-2019 03:51:46,39.43,1527.08,4.0,34.83
1594.0008783651215,30-07-2019 03:51:48,39.43,1528.05,4.0,34.83
1595.0012196896535,30-07-2019 03:51:49,39.45,1529.04,4.0,34.83
1596.0015260001583,30-07-2019 03:51:50,39.46,1530.07,4.01,34.83
1597.0016855898662,30-07-2019 03:51:51,39.46,1531.04,4.0,34.83
1598.0015307438807,30-07-2019 03:51:53,39.48,1532.12,4.01,34.83
1599.0008348192368,30-07-2019 03:51:54,39.49,1533.06,4.01,34.84
1599.9993225843937,30-07-2019 03:51:55,39.49,1534.08,4.01,34.83
1600.9967023573038,30-07-2019 03:51:55,39.5,1535.05,4.0,34.83
1601.9927299343574,30-07-2019 03:51:56,39.5,1536.09,4.01,34.84
1602.987314323894,30-07-2019 03:51:58,39.51,1537.01,4.01,34.83
1603.980672661493,30-07-2019 03:52:00,39.51,1538.1,4.01,34.83
1604.9735348288534,30-07-2019 03:52:01,39.51,1539.01,4.01,34.83
1605.9673854597124,30-07-2019 03:52:02,39.51,1540.03,4.02,34.83
1606.9647105260085,30-07-2019 03:52:03,39.52,1541.12,4.02,34.84
1607.969186508892,30-07-2019 03:52:04,39.52,1542.12,4.02,34.84
1608.9857126583524,30-07-2019 03:52:05,39.52,1543.0,4.02,34.83
1610.0201439687703,30-07-2019 03:52:07,39.51,1544.05,4.03,34.84
1611.0785411221245,30-07-2019 03:52:08,39.51,1545.17,4.04,34.84
1612.1657261127225,30-07-2019 03:52:08,39.54,1546.15,4.03,34.84
1613.2829377219184,30-07-2019 03:52:09,39.55,1547.11,4.03,34.84
1614.424446123392,30-07-2019 03:52:10,39.55,1548.02,4.03,34.84
1615.5755538766248,30-07-2019 03:52:13,39.54,1548.17,4.03,34.84
1616.7170622780995,30-07-2019 03:52:14,39.56,1549.06,4.03,34.84
1617.8342738872961,30-07-2019 03:52:14,39.58,1550.16,4.03,34.84
1618.9214588778937,30-07-2019 03:52:15,39.6,1551.04,4.04,34.84
1619.979856031244,30-07-2019 03:52:15,39.61,1552.15,4.03,34.85
1621.0142873416514,30-07-2019 03:52:16,39.6,1553.22,4.04,34.85
1622.0308134910913,30-07-2019 03:52:16,39.61,1554.04,4.05,34.84
1623.0352894739408,30-07-2019 03:52:20,39.62,1555.08,4.05,34.85
1624.0326145401866,30-07-2019 03:52:21,39.64,1556.08,4.05,34.85
1625.0264651709786,30-07-2019 03:52:22,39.65,1557.14,4.05,34.84
1626.0193273382579,30-07-2019 03:52:23,39.65,1558.02,4.05,34.85
1627.0126856757722,30-07-2019 03:52:25,39.66,1559.07,4.05,34.85
1628.0072700652404,30-07-2019 03:52:26,39.66,1560.08,4.05,34.84
1629.0032976422733,30-07-2019 03:52:27,39.67,1561.15,4.04,34.84
1630.000677415258,30-07-2019 03:52:27,39.67,1562.08,4.04,34.85
1630.9991651806456,30-07-2019 03:52:28,39.67,1563.06,4.04,34.85
1631.99846925646,30-07-2019 03:52:29,39.67,1564.04,4.04,34.86
1632.9983144112316,30-07-2019 03:52:30,39.68,1565.14,4.04,34.85
1633.9984740020477,30-07-2019 03:52:31,39.68,1566.03,4.04,34.85
1634.9987803140148,30-07-2019 03:52:34,39.7,1567.02,4.04,34.85
1635.9991216402743,30-07-2019 03:52:36,39.71,1568.06,4.04,34.85
1636.9994326252984,30-07-2019 03:52:37,39.71,1569.01,4.03,34.84
1637.9996823646063,30-07-2019 03:52:37,39.7,1570.14,4.02,34.84
1638.9998630101727,30-07-2019 03:52:38,39.7,1571.11,4.01,34.84
1639.999980292748,30-07-2019 03:52:39,39.7,1572.14,4.0,34.85
1641.0000464463913,30-07-2019 03:52:39,39.7,1573.01,3.99,34.84
1642.0000754506616,30-07-2019 03:52:40,39.7,1574.18,3.98,34.85
1643.0000802104946,30-07-2019 03:52:41,39.71,1575.11,3.98,34.84
1644.000071189127,30-07-2019 03:52:42,39.71,1576.07,3.97,34.85
1645.000056022867,30-07-2019 03:52:44,39.72,1577.02,3.97,34.84
1646.0000397217088,30-07-2019 03:52:46,39.73,1578.04,3.97,34.85
1647.000025157501,30-07-2019 03:52:48,39.73,1579.04,3.97,34.84
1648.000013637094,30-07-2019 03:52:49,39.74,1580.05,3.97,34.85
1649.0000054386833,30-07-2019 03:52:50,39.72,1581.14,3.97,34.84
1650.0000002506297,30-07-2019 03:52:51,39.73,1582.13,3.97,34.85
1650.9999974935658,30-07-2019 03:52:52,39.74,1583.09,3.97,34.85
1651.9999965315958,30-07-2019 03:52:52,39.73,1584.14,3.97,34.84
1652.9999967908564,30-07-2019 03:52:53,39.75,1585.16,3.97,34.85
1653.9999978076696,30-07-2019 03:52:53,39.75,1586.07,3.97,34.84
1654.999999227485,30-07-2019 03:52:54,39.76,1587.01,3.97,34.85
1656.0000007725107,30-07-2019 03:52:57,39.78,1588.0,3.97,34.85
1657.0000021923258,30-07-2019 03:52:59,39.78,1589.1,3.96,34.84
1658.0000032091389,30-07-2019 03:53:00,39.78,1590.01,3.96,34.85
1659.0000034683994,30-07-2019 03:53:01,39.79,1591.12,3.96,34.85
1660.0000025064294,30-07-2019 03:53:01,39.8,1592.03,3.96,34.85
1660.9999997493655,30-07-2019 03:53:02,39.8,1593.01,3.96,34.84
1661.999994561312,30-07-2019 03:53:04,39.8,1594.07,3.96,34.85
1662.999986362901,30-07-2019 03:53:05,39.81,1595.06,3.96,34.85
1663.9999748424939,30-07-2019 03:53:06,39.8,1596.01,3.96,34.85
1664.9999602782866,30-07-2019 03:53:08,39.81,1597.07,3.96,34.84
1665.9999439771284,30-07-2019 03:53:09,39.8,1598.06,3.95,34.85
1666.999928810869,30-07-2019 03:53:09,39.81,1599.03,3.96,34.85
1667.999919789502,30-07-2019 03:53:10,39.81,1600.01,3.96,34.85
1668.999924549335,30-07-2019 03:53:12,39.81,1601.11,3.96,34.85
1669.9999535536053,30-07-2019 03:53:13,39.81,1602.09,3.96,34.84
1671.0000197072482,30-07-2019 03:53:14,39.82,1603.08,3.96,34.85
1672.0001369898237,30-07-2019 03:53:17,39.81,1604.08,3.96,34.84
1673.0003176353903,30-07-2019 03:53:18,39.81,1605.15,3.96,34.85
1674.0005673746982,30-07-2019 03:53:18,39.82,1606.04,3.96,34.85
1675.0008783597223,30-07-2019 03:53:19,39.82,1607.06,3.96,34.86
1676.0012196859816,30-07-2019 03:53:20,39.82,1608.14,3.96,34.85
1677.0015259979484,30-07-2019 03:53:21,39.83,1609.01,3.96,34.85
1678.0016855887648,30-07-2019 03:53:22,39.83,1610.08,3.97,34.85
1679.0015307435365,30-07-2019 03:53:24,39.83,1611.02,3.97,34.85
1680.0008348193505,30-07-2019 03:53:25,39.83,1612.06,3.97,34.85
1680.999322584738,30-07-2019 03:53:26,39.85,1613.17,3.97,34.86
1681.9967023577228,30-07-2019 03:53:27,39.84,1614.02,3.97,34.85
1682.992729934756,30-07-2019 03:53:27,39.85,1615.01,3.97,34.85
1683.9873143242244,30-07-2019 03:53:31,39.86,1616.1,3.97,34.86
1684.9806726617392,30-07-2019 03:53:32,39.86,1617.08,3.97,34.86
1685.973534829018,30-07-2019 03:53:32,39.87,1618.08,3.97,34.85
1686.9673854598097,30-07-2019 03:53:33,39.88,1619.08,3.97,34.86
1687.9647105260553,30-07-2019 03:53:34,39.89,1620.03,3.97,34.85
1688.969186508905,30-07-2019 03:53:35,39.89,1621.09,3.97,34.85
1689.9857126583456,30-07-2019 03:53:37,39.9,1622.08,3.97,34.86
1691.0201439687544,30-07-2019 03:53:38,39.89,1623.09,3.97,34.86
1692.078541122107,30-07-2019 03:53:39,39.91,1624.11,3.97,34.86
1693.165726112708,30-07-2019 03:53:40,39.91,1625.05,3.97,34.86
1694.2829377219086,30-07-2019 03:53:40,39.92,1626.16,3.97,34.86
1695.4244461233868,30-07-2019 03:53:41,39.92,1627.02,3.97,34.86
1696.5755538766227,30-07-2019 03:53:44,39.92,1627.08,3.97,34.86
1697.717062278098,30-07-2019 03:53:45,39.93,1628.11,3.97,34.86
1698.8342738872911,30-07-2019 03:53:46,39.93,1629.0,3.98,34.86
1699.9214588778793,30-07-2019 03:53:47,39.94,1630.18,3.98,34.87
1700.9798560312133,30-07-2019 03:53:47,39.95,1631.11,3.98,34.86
1702.0142873415966,30-07-2019 03:53:48,39.96,1632.22,3.98,34.86
1703.030813491006,30-07-2019 03:53:49,39.97,1633.06,3.98,34.86
1704.035289473822,30-07-2019 03:53:50,39.98,1634.09,3.98,34.86
1705.0326145400372,30-07-2019 03:53:52,40.0,1635.09,3.98,34.86
1706.0264651708121,30-07-2019 03:53:53,40.02,1636.15,3.98,34.86
1707.0193273381042,30-07-2019 03:53:54,40.03,1637.01,3.98,34.87
1708.0126856756835,30-07-2019 03:53:56,40.04,1638.04,3.98,34.86
1709.0072700652956,30-07-2019 03:53:58,40.05,1639.09,3.98,34.87
1710.0032976425805,30-07-2019 03:53:59,40.06,1640.17,3.98,34.87
1711.0006774159492,30-07-2019 03:53:59,40.06,1641.05,3.98,34.86
1711.9991651818627,30-07-2019 03:54:00,40.08,1642.18,3.98,34.87
1712.9984692583266,30-07-2019 03:54:00,40.09,1643.02,3.98,34.86
1713.9983144138032,30-07-2019 03:54:02,40.09,1644.09,3.98,34.86
1714.9984740052382,30-07-2019 03:54:04,40.11,1645.08,3.98,34.86
1715.9987803174997,30-07-2019 03:54:05,40.12,1646.03,3.98,34.86
1716.9991216433737,30-07-2019 03:54:06,40.13,1647.06,3.98,34.86
1717.9994326268554,30-07-2019 03:54:07,40.13,1648.03,3.98,34.87
1718.9996823628908,30-07-2019 03:54:08,40.14,1649.0,3.98,34.87
1719.9998630028538,30-07-2019 03:54:09,40.14,1650.0,3.98,34.87
1720.9999802770055,30-07-2019 03:54:11,40.15,1651.1,3.98,34.88
1722.0000464192517,30-07-2019 03:54:12,40.16,1652.07,3.98,34.87
1723.0000754096634,30-07-2019 03:54:13,40.17,1653.07,3.98,34.87
1724.0000801547817,30-07-2019 03:54:15,40.18,1654.03,3.99,34.87
1725.000071121046,30-07-2019 03:54:16,40.19,1655.19,3.99,34.87
1726.0000559500695,30-07-2019 03:54:16,40.2,1656.09,3.99,34.87
1727.0000396596292,30-07-2019 03:54:17,40.2,1657.01,3.99,34.88
1728.0000251318663,30-07-2019 03:54:20,40.21,1658.06,3.99,34.88
1729.0000136858205,30-07-2019 03:54:21,40.23,1659.11,3.99,34.88
1730.0000056121344,30-07-2019 03:54:22,40.24,1660.05,3.99,34.88
1731.0000006087666,30-07-2019 03:54:23,40.24,1661.04,4.0,34.88
1731.9999980981042,30-07-2019 03:54:24,40.26,1662.0,4.0,34.88
1732.9999974310072,30-07-2019 03:54:25,40.28,1663.04,4.01,34.88
1733.9999979961256,30-07-2019 03:54:26,40.29,1664.05,4.01,34.88
1734.9999992574042,30-07-2019 03:54:27,40.31,1665.03,4.01,34.87
1736.0000007426295,30-07-2019 03:54:29,40.32,1666.05,4.02,34.89
1737.000002003902,30-07-2019 03:54:30,40.34,1667.09,4.02,34.89
1738.0000025690067,30-07-2019 03:54:31,40.36,1668.04,4.02,34.88
1739.0000019018871,30-07-2019 03:54:32,40.38,1669.1,4.02,34.88
1739.9999993911897,30-07-2019 03:54:34,40.41,1670.01,4.02,34.88
1740.9999943877722,30-07-2019 03:54:35,40.43,1671.01,4.02,34.89
1741.9999863140206,30-07-2019 03:54:36,40.44,1672.07,4.01,34.9
1742.9999748678963,30-07-2019 03:54:37,40.45,1673.1,3.99,34.89
1743.999960340052,30-07-2019 03:54:38,40.45,1674.04,3.99,34.89
1744.999944049545,30-07-2019 03:54:39,40.46,1675.17,3.99,34.89
1745.999928878547,30-07-2019 03:54:40,40.48,1676.01,3.99,34.88
1746.9999198448786,30-07-2019 03:54:42,40.51,1677.01,3.99,34.88
1747.9999245902109,30-07-2019 03:54:44,40.52,1678.17,3.99,34.89
1748.9999535810512,30-07-2019 03:54:44,40.53,1679.03,3.99,34.9
1750.0000197240083,30-07-2019 03:54:45,40.55,1680.11,4.0,34.89
1751.000136999204,30-07-2019 03:54:46,40.56,1681.11,4.0,34.89
1752.0003176405492,30-07-2019 03:54:47,40.58,1682.08,4.01,34.89
1753.0005673782243,30-07-2019 03:54:48,40.59,1683.03,4.01,34.89
1754.0008783633848,30-07-2019 03:54:51,40.62,1684.01,4.01,34.9
1755.001219690561,30-07-2019 03:54:52,40.64,1685.07,4.01,34.89
1756.0015260030789,30-07-2019 03:54:53,40.65,1686.16,4.01,34.89
1757.0016855927652,30-07-2019 03:54:54,40.66,1687.12,4.02,34.89
1758.0015307432454,30-07-2019 03:54:55,40.67,1688.13,4.02,34.89
1759.0008348100332,30-07-2019 03:54:56,40.68,1689.08,4.02,34.89
1759.9993225601877,30-07-2019 03:54:57,40.69,1690.12,4.01,34.9
1760.996702310741,30-07-2019 03:54:58,40.69,1691.04,4.01,34.89
1761.992729858237,30-07-2019 03:54:59,40.71,1692.11,4.02,34.9
1762.9873142131034,30-07-2019 03:55:00,40.72,1693.0,4.01,34.9
1763.9806725160406,30-07-2019 03:55:03,40.73,1694.08,4.02,34.9
1764.9735346581397,30-07-2019 03:55:04,40.74,1695.1,4.02,34.9
1765.9673852879587,30-07-2019 03:55:05,40.74,1696.08,4.02,34.9
1766.9647103983702,30-07-2019 03:55:05,40.75,1697.03,4.02,34.9
1767.9691864972112,30-07-2019 03:55:06,40.77,1698.02,4.03,34.9
1768.9857128646931,30-07-2019 03:55:08,40.78,1699.02,4.03,34.9
1770.0201445239024,30-07-2019 03:55:09,40.78,1700.02,4.03,34.89
1771.0785421750466,30-07-2019 03:55:10,40.8,1701.04,4.03,34.9
1772.1657278063853,30-07-2019 03:55:11,40.8,1702.05,4.03,34.89
1773.282940149873,30-07-2019 03:55:12,40.81,1703.02,4.03,34.9
1774.424449262685,30-07-2019 03:55:14,40.83,1704.04,4.03,34.9
1775.5755574946284,30-07-2019 03:55:16,40.85,1704.0,4.03,34.9
1776.7170658159573,30-07-2019 03:55:17,40.84,1705.02,4.03,34.9
1777.8342763312012,30-07-2019 03:55:18,40.87,1706.08,4.03,34.9
1778.9214586422258,30-07-2019 03:55:19,40.87,1707.08,4.03,34.9
1779.9798508949098,30-07-2019 03:55:19,40.88,1708.01,4.03,34.9
1781.0142744999896,30-07-2019 03:55:20,40.89,1709.14,4.03,34.9
1782.0307898079775,30-07-2019 03:55:21,40.89,1710.09,4.03,34.9
1783.0352520373713,30-07-2019 03:55:22,40.9,1711.08,4.03,34.9
1784.0325616315442,30-07-2019 03:55:23,40.91,1712.03,4.03,34.91
1785.026397741573,30-07-2019 03:55:27,40.93,1713.06,4.03,34.9
1786.0192510309369,30-07-2019 03:55:27,40.94,1714.08,4.03,34.9
1787.012613315954,30-07-2019 03:55:28,40.95,1715.12,4.03,34.91
1788.007224355776,30-07-2019 03:55:30,40.97,1716.0,4.03,34.91
1789.0033135156946,30-07-2019 03:55:32,40.97,1717.1,4.03,34.91
1790.0008031227235,30-07-2019 03:55:32,40.98,1718.14,4.03,34.91
1790.9994607497354,30-07-2019 03:55:33,41.0,1719.13,4.03,34.91
1791.9990004871706,30-07-2019 03:55:34,41.01,1720.11,4.03,34.91
1792.9991402114888,30-07-2019 03:55:34,41.01,1721.01,4.02,34.91
1793.9996247698905,30-07-2019 03:55:35,41.02,1722.12,4.03,34.92
1795.0002255119407,30-07-2019 03:55:39,41.08,1723.04,4.03,34.91
1796.0007260148213,30-07-2019 03:55:40,41.09,1724.11,4.02,34.91
1797.0009030932679,30-07-2019 03:55:41,41.1,1725.05,4.02,34.91
1798.000511804707,30-07-2019 03:55:42,41.11,1726.09,4.02,34.91
1798.9992833438173,30-07-2019 03:55:43,41.12,1727.11,4.02,34.91
1799.9969453111325,30-07-2019 03:55:44,41.14,1728.0,4.02,34.91
1800.9932743290385,30-07-2019 03:55:45,41.16,1729.06,4.02,34.91
1801.9881904934841,30-07-2019 03:55:46,41.18,1730.06,4.02,34.91
1802.9819004531394,30-07-2019 03:55:47,41.2,1731.08,4.02,34.91
1803.9750894384945,30-07-2019 03:55:51,41.24,1732.06,4.02,34.91
1804.9691505713913,30-07-2019 03:55:52,41.24,1733.05,4.02,34.91
1805.9664206145292,30-07-2019 03:55:53,41.26,1734.09,4.01,34.91
1806.9703639028019,30-07-2019 03:55:53,41.27,1735.15,4.01,34.91
1807.9856108141673,30-07-2019 03:55:54,41.28,1736.02,4.01,34.91
1809.017716467159,30-07-2019 03:55:56,41.29,1737.04,4.01,34.91
1810.0724657675496,30-07-2019 03:55:57,41.29,1738.07,4.01,34.91
1811.1545240177932,30-07-2019 03:55:58,41.3,1739.07,4.0,34.91
1812.265236059451,30-07-2019 03:55:59,41.3,1740.08,3.99,34.91
1813.3994365009623,30-07-2019 03:56:00,41.3,1741.01,4.0,34.91
1814.5436904279118,30-07-2019 03:56:02,41.31,1741.01,4.0,34.91
1815.6810171816364,30-07-2019 03:56:03,41.3,1742.02,3.99,34.91
1816.8001143824702,30-07-2019 03:56:04,41.3,1743.04,3.99,34.91
1817.8999200588257,30-07-2019 03:56:05,41.3,1744.08,3.99,34.91
1818.9874509524623,30-07-2019 03:56:06,41.31,1745.05,3.99,34.91
1820.0738191314952,30-07-2019 03:56:06,41.32,1746.04,3.98,34.92
1821.170642921274,30-07-2019 03:56:08,41.32,1747.09,3.99,34.92
1822.2864929053515,30-07-2019 03:56:09,41.32,1748.11,3.98,34.92
1823.4229935533751,30-07-2019 03:56:10,41.32,1749.04,3.98,34.92
1824.5727349370256,30-07-2019 03:56:12,41.31,1749.01,3.98,34.92
1825.723791671639,30-07-2019 03:56:13,41.3,1750.11,3.98,34.92
1826.868637908675,30-07-2019 03:56:14,41.31,1751.25,3.98,34.91
1828.0081072860885,30-07-2019 03:56:15,41.32,1752.07,3.98,34.92
1829.1482019074613,30-07-2019 03:56:15,41.33,1753.11,3.98,34.92
1830.2945992375383,30-07-2019 03:56:16,41.35,1754.06,3.98,34.92
1831.4471411491932,30-07-2019 03:56:17,41.35,1755.09,3.98,34.93
1832.596602217758,30-07-2019 03:56:20,41.37,1755.02,3.98,34.92
1833.7286251732717,30-07-2019 03:56:21,41.36,1756.0,3.98,34.92
1834.832693582816,30-07-2019 03:56:21,41.39,1757.04,3.98,34.92
1835.9068833218628,30-07-2019 03:56:22,41.4,1758.02,3.98,34.92
1836.9562969517865,30-07-2019 03:56:23,41.41,1759.03,3.98,34.92
1837.9901048852457,30-07-2019 03:56:23,41.42,1760.05,3.98,34.92
1839.0194634015206,30-07-2019 03:56:24,41.42,1761.04,3.99,34.93
1840.0559960730413,30-07-2019 03:56:27,41.45,1762.0,3.99,34.93
1841.1104377356025,30-07-2019 03:56:28,41.47,1763.12,3.99,34.93
1842.191018984222,30-07-2019 03:56:29,41.48,1764.02,3.99,34.93
1843.30120844499,30-07-2019 03:56:30,41.5,1765.08,3.99,34.92
1844.4365390078376,30-07-2019 03:56:31,41.51,1766.06,3.99,34.93
1845.5828552239789,30-07-2019 03:56:33,41.56,1766.01,3.99,34.93
1846.7210074019458,30-07-2019 03:56:35,41.57,1767.08,3.99,34.92
1847.836037931723,30-07-2019 03:56:35,41.59,1768.21,3.99,34.93
1848.921782054405,30-07-2019 03:56:36,41.6,1769.07,3.99,34.92
1849.9789613342468,30-07-2019 03:56:36,41.63,1770.26,3.99,34.92
1851.0118637891321,30-07-2019 03:56:37,41.64,1771.09,3.99,34.92
1852.0260566157717,30-07-2019 03:56:37,41.65,1772.15,3.98,34.93
1853.0270102745794,30-07-2019 03:56:41,41.7,1773.06,3.98,34.93
1854.019445809777,30-07-2019 03:56:42,41.7,1774.07,3.97,34.93
1855.007207067495,30-07-2019 03:56:43,41.72,1775.05,3.98,34.93
1855.9934782501907,30-07-2019 03:56:44,41.75,1776.16,3.97,34.93
1856.9811944096302,30-07-2019 03:56:44,41.76,1777.02,3.97,34.93
1857.973514194499,30-07-2019 03:56:48,41.82,1778.06,3.97,34.93
1858.974232574824,30-07-2019 03:56:49,41.83,1779.14,3.97,34.93
